configuration,problem,model,data_file,status,time,restarts,intVars,run,initTime,solveTime,method,flatTime,backjumps,optTime,nSolutions,solver_objective,flatIntConstraints,objective,baseMem,trailMem,eliminatedImplications,flatBoolVars,flatBoolConstraints,failures,nogoods,nodes,propagations,peakDepth,propagators,paths,flatIntVars,evaluatedHalfReifiedConstraints,randomSeed,boolVariables,evaluatedReifiedConstraints,peakMem,variables
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta56_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta56_4a_alloc1_MinDis.dzn,SATISFIED,1200.5646882615983,57,3048,MinDis,0.138,1199.236,minimize,0.761409,7344154,1183.219,57,1429,6861,1429,0.0,0.63,800,2300,3000,475313,475313,7863478,635662989,764,3807,0,3046,1550,-759061242,330100,1500,0.0,333150
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta77_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_6a_alloc1_MinDis.dzn,SATISFIED,1201.307734431699,108,8094,MinDis,0.386,1198.124,minimize,1.87769,2439491,1131.483,108,106,18213,106,0.0,2.11,2100,6100,8000,108115,108115,2766716,447957213,2020,10106,0,8093,4100,2039866198,1307810,4000,0.0,1315906
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta61_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta61_5a_alloc1_MinDis.dzn,SATISFIED,1200.8034475296736,52,4046,MinDis,0.188,1198.983,minimize,1.02096,6276189,858.797,52,1,9115,1,0.0,0.94,1050,3050,4000,292304,292304,6621133,638666449,1015,5060,0,4045,2050,341639377,353667,2000,0.0,357715
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_5a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,708.989274520427,165,8089,MinDis,0.394,705.284,minimize,1.89946,2038032,705.188,165,0,18208,0,0.0,2.11,2100,6100,8000,67868,67868,2442216,238733249,2019,10096,0,8088,4100,1772021077,1561979,4000,0.0,1570070
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta80_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_9a_alloc1_MinDis.dzn,SATISFIED,1201.2625954002142,71,8092,MinDis,0.376,1198.122,minimize,1.87563,1969169,1176.014,71,733,18211,733,0.0,2.11,2100,6100,8000,92191,92191,2205734,410134600,2017,10102,0,8091,4100,-1213785302,1213625,4000,0.0,1221719
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta61_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta61_4a_alloc1_MinDis.dzn,SATISFIED,1200.5018581040204,,,MinDis,,,minimize,1.00618,,,69,,9114,11,,,1050,3050,4000,,,,,,,0,4044,2050,,,2000,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta76_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_10a_alloc1_MinDis.dzn,SATISFIED,1200.661600060761,,,MinDis,,,minimize,1.89104,,,49,,18208,846,,,2100,6100,8000,,,,,,,0,8088,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta63_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta63_4a_alloc1_MinDis.dzn,SATISFIED,1200.5013669356704,,,MinDis,,,minimize,1.013849,,,6,,9119,2762,,,1050,3050,4000,,,,,,,0,4049,2050,,,2000,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta62_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta62_5a_alloc1_MinDis.dzn,SATISFIED,1200.80246585235,2,4050,MinDis,0.192,1198.99,minimize,1.0081,1904415,382.93,2,2499,9119,2499,0.0,0.94,1050,3050,4000,713746,713746,2621026,305576583,1008,5068,0,4049,2050,-452776352,313662,2000,0.0,317714
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta35_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta35_3a_alloc1_MinDis.dzn,UNKNOWN,1200.4128713738173,,,MinDis,,,minimize,0.515467,,,0,,4124,,,,480,1380,1800,,,,,,,0,1829,930,,,900,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta44_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta44_2a_alloc1_MinDis.dzn,SATISFIED,1200.5817142501473,7,2430,MinDis,0.113,1199.343,minimize,0.655131,1824417,908.594,7,41,5479,41,0.0,0.94,630,1830,2400,603525,603525,2432572,420138784,612,3048,0,2429,1230,358463962,259442,1200,0.0,261874
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_10a_alloc1_MinDis.dzn,SATISFIED,1200.672589108348,,,MinDis,,,minimize,1.87609,,,65,,18213,846,,,2100,6100,8000,,,,,,,0,8093,4100,,,4000,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_8a_alloc1_MinDis.dzn,SATISFIED,1201.234677925706,58,8089,MinDis,0.387,1198.12,minimize,1.87759,1985937,1063.124,58,1482,18208,1482,0.0,2.11,2100,6100,8000,87259,87259,2191673,496195346,2022,10096,0,8088,4100,-1303303396,1119525,4000,0.0,1127616
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta58_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta58_5a_alloc1_MinDis.dzn,SATISFIED,1200.628517722711,16,3055,MinDis,0.143,1199.225,minimize,0.772081,6470110,10.244,16,442,6869,442,0.0,0.94,800,2300,3000,978011,978011,7461009,213963598,764,3823,0,3054,1550,1133759058,244576,1500,0.0,247633
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta65_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta65_3a_alloc1_MinDis.dzn,SATISFIED,1200.7902568019927,2,4046,MinDis,0.186,1198.985,minimize,1.01408,1924431,6.52,2,653,9114,653,0.0,1.41,1050,3050,4000,777988,777988,2705300,339163881,1013,5058,0,4044,2050,1042249046,288801,2000,0.0,292849
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta58_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta58_3a_alloc1_MinDis.dzn,SATISFIED,1200.5974972471595,23,3053,MinDis,0.143,1199.231,minimize,0.770811,2950269,17.582,23,60,6867,60,0.0,0.94,800,2300,3000,1109317,1109317,4077764,365616193,764,3819,0,3052,1550,-1027710239,256316,1500,0.0,259371
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_10a_alloc1_MinDis.dzn,SATISFIED,1201.116886852309,9,8091,MinDis,0.384,1198.08,minimize,1.92283,4235412,837.415,9,2189,18209,2189,0.0,2.11,2100,6100,8000,190967,190967,4445846,1024469986,2020,10098,0,8089,4100,-878171227,613151,4000,0.0,621244
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta76_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_9a_alloc1_MinDis.dzn,SATISFIED,1201.1459190696478,35,8089,MinDis,0.381,1198.133,minimize,1.88018,3376033,249.802,35,1656,18207,1656,0.0,2.11,2100,6100,8000,150898,150898,3598955,767592259,2020,10094,0,8087,4100,1166732395,831645,4000,0.0,839736
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta62_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta62_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,298.6534612290561,25,4048,MinDis,0.194,296.897,minimize,1.01255,2291453,296.857,25,0,9117,0,0.0,0.94,1050,3050,4000,112562,112562,2429844,247231502,1013,5064,0,4047,2050,1772017964,324660,2000,0.0,328710
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta64_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta64_5a_alloc1_MinDis.dzn,SATISFIED,1200.4980031158775,,,MinDis,,,minimize,1.005509,,,29,,9108,933,,,1050,3050,4000,,,,,,,0,4038,2050,,,2000,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta80_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_7a_alloc1_MinDis.dzn,SATISFIED,1201.207962345332,19,8091,MinDis,0.382,1198.041,minimize,1.95924,3447115,450.462,19,1097,18209,1097,0.0,2.11,2100,6100,8000,161969,161969,3648681,913521550,2016,10098,0,8089,4100,205719842,716572,4000,0.0,724665
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta48_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta48_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,20.71538789756596,5,2430,MinDis,0.111,19.547,minimize,0.651345,110846,19.529,5,0,5479,0,0.0,0.63,630,1830,2400,13129,13129,126671,13623523,603,3048,0,2429,1230,1772013490,209328,1200,0.0,211760
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta57_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta57_4a_alloc1_MinDis.dzn,SATISFIED,1200.5797025356442,7,3049,MinDis,0.141,1199.22,minimize,0.777407,5521874,2.623,7,1302,6863,1302,0.0,0.94,800,2300,3000,1537466,1537466,7065369,193302326,765,3811,0,3048,1550,-1879798773,218653,1500,0.0,221704
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta68_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_4a_alloc1_MinDis.dzn,SATISFIED,1200.4989475384355,,,MinDis,,,minimize,1.016829,,,25,,9114,1091,,,1050,3050,4000,,,,,,,0,4044,2050,,,2000,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta57_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta57_4a_alloc1_MinDis.dzn,SATISFIED,1200.6710976976901,7,3050,MinDis,0.142,1199.212,minimize,0.785789,5533582,4.934,7,1302,6863,1302,0.0,0.94,800,2300,3000,1538513,1538513,7078143,201481791,764,3811,0,3048,1550,-533851248,221624,1500,0.0,224676
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_10a_alloc1_MinDis.dzn,SATISFIED,1201.1526386328042,9,8088,MinDis,0.376,1198.108,minimize,1.89703,2151305,15.26,9,779,18207,779,0.0,2.11,2100,6100,8000,97143,97143,2267912,793839589,2019,10094,0,8087,4100,1052609289,568060,4000,0.0,576150
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta69_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta69_3a_alloc1_MinDis.dzn,SATISFIED,1200.6628724131733,19,4049,MinDis,0.186,1199.009,minimize,0.988408,8876363,185.513,19,2,9117,2,0.0,0.94,1050,3050,4000,416617,416617,9312802,1005503359,1015,5064,0,4047,2050,-1127471637,310426,2000,0.0,314477
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_6a_alloc1_MinDis.dzn,SATISFIED,1201.3489285558462,134,8086,MinDis,0.382,1198.123,minimize,1.89001,2062926,894.172,134,241,18205,241,0.0,2.11,2100,6100,8000,94280,94280,2429163,364124803,2022,10090,0,8085,4100,1131820951,1491484,4000,0.0,1499572
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta63_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta63_5a_alloc1_MinDis.dzn,SATISFIED,1200.8773231320083,49,4051,MinDis,0.187,1198.979,minimize,1.01762,2932576,272.509,49,209,9120,209,0.0,0.94,1050,3050,4000,758482,758482,3741536,287426163,1015,5070,0,4050,2050,1212492210,344264,2000,0.0,348317
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta76_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_5a_alloc1_MinDis.dzn,SATISFIED,1200.5789831336588,,,MinDis,,,minimize,1.89529,,,113,,18203,16,,,2100,6100,8000,,,,,,,0,8083,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta47_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta47_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,62.05155621282756,10,2430,MinDis,0.113,60.878,minimize,0.648851,304217,59.744,10,98,5479,98,0.0,0.63,630,1830,2400,28865,28865,336990,41209146,603,3048,0,2429,1230,1772019989,236354,1200,0.0,238786
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta46_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta46_3a_alloc1_MinDis.dzn,SATISFIED,1200.811464579776,6,2433,MinDis,0.109,1199.354,minimize,0.645629,2096434,154.318,6,341,5481,341,0.0,0.94,630,1830,2400,630346,630346,2730457,503773339,604,3052,0,2431,1230,623259294,268502,1200,0.0,270937
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta66_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta66_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,468.8033100478351,20,4045,MinDis,0.191,467.006,minimize,1.01265,873582,466.873,20,0,9114,0,0.0,0.94,1050,3050,4000,363338,363338,1257101,131730492,1014,5058,0,4044,2050,1772018318,335173,2000,0.0,339220
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta49_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta49_3a_alloc1_MinDis.dzn,SATISFIED,1200.5908555742353,3,2430,MinDis,0.111,1199.386,minimize,0.611596,2049454,103.939,3,518,5479,518,0.0,0.94,630,1830,2400,674836,674836,2726506,480939860,611,3048,0,2429,1230,971246468,214713,1200,0.0,217145
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta51_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta51_5a_alloc1_MinDis.dzn,SATISFIED,1200.5494194589555,29,3053,MinDis,0.138,1199.227,minimize,0.770816,15449680,454.069,29,77,6866,77,0.0,0.42,800,2300,3000,932229,932229,16404493,1016419413,763,3817,0,3051,1550,1842622008,190910,1500,0.0,193965
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta67_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta67_5a_alloc1_MinDis.dzn,SATISFIED,1200.6777431126684,3,4049,MinDis,0.188,1198.961,minimize,1.03757,1850888,0.835,3,1321,9117,1321,0.0,0.94,1050,3050,4000,495457,495457,2350193,316086326,1010,5064,0,4047,2050,-864210931,292346,2000,0.0,296397
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta66_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta66_4a_alloc1_MinDis.dzn,SATISFIED,1200.7670763023198,10,4046,MinDis,0.19,1198.987,minimize,1.01518,1873974,123.003,10,516,9115,516,0.0,0.94,1050,3050,4000,582558,582558,2467479,312474732,1015,5060,0,4045,2050,2078724309,370127,2000,0.0,374175
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta53_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta53_3a_alloc1_MinDis.dzn,SATISFIED,1200.618348358199,13,3049,MinDis,0.135,1199.222,minimize,0.77703,7614439,7.066,13,1,6862,1,0.0,0.63,800,2300,3000,1216132,1216132,8841192,443534211,765,3809,0,3047,1550,-1095573260,229671,1500,0.0,232722
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta68_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_3a_alloc1_MinDis.dzn,SATISFIED,1200.500295136124,,,MinDis,,,minimize,1.01208,,,21,,9113,12,,,1050,3050,4000,,,,,,,0,4043,2050,,,2000,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta66_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta66_5a_alloc1_MinDis.dzn,SATISFIED,1200.7162726595998,11,4048,MinDis,0.191,1198.907,minimize,1.08548,1724382,24.308,11,1093,9116,1093,0.0,0.94,1050,3050,4000,867586,867586,2603994,279082746,1013,5062,0,4046,2050,-379820869,283685,2000,0.0,287735
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta35_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta35_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,125.68390960432589,2,1829,MinDis,0.083,124.635,minimize,0.512151,375085,124.535,2,0,4123,0,0.0,0.94,480,1380,1800,132626,132626,508626,56295237,460,2291,0,1828,930,1772016243,182600,900,0.0,184431
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta57_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta57_5a_alloc1_MinDis.dzn,UNKNOWN,1200.579239120707,0,3050,MinDis,0.142,1199.21,minimize,0.787956,4661098,0.0,0,-1,6864,,0.0,0.94,800,2300,3000,1556663,1556663,6218438,249846825,754,3813,0,3049,1550,1719167735,160068,1500,0.0,163120
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta54_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta54_3a_alloc1_MinDis.dzn,SATISFIED,1200.5826948806643,17,3051,MinDis,0.137,1199.191,minimize,0.80717,7465043,1073.317,17,2,6864,2,0.0,0.63,800,2300,3000,501649,501649,7980020,832732398,763,3813,0,3049,1550,1608507828,277203,1500,0.0,280256
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_9a_alloc1_MinDis.dzn,SATISFIED,1201.2500347942114,59,8089,MinDis,0.381,1198.117,minimize,1.89756,2266868,1167.075,59,665,18208,665,0.0,2.11,2100,6100,8000,107544,107544,2494685,378062932,2020,10096,0,8088,4100,1839567351,1162646,4000,0.0,1170737
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_9a_alloc1_MinDis.dzn,SATISFIED,1200.6649646162987,,,MinDis,,,minimize,1.90642,,,86,,18209,616,,,2100,6100,8000,,,,,,,0,8089,4100,,,4000,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta41_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta41_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,250.55730925314128,6,2431,MinDis,0.115,249.376,minimize,0.650059,799379,249.313,6,0,5480,0,0.0,0.63,630,1830,2400,106267,106267,908986,117714447,604,3050,0,2430,1230,75019219,256463,1200,0.0,258896
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta59_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta59_3a_alloc1_MinDis.dzn,SATISFIED,1200.5580845344812,3,3049,MinDis,0.134,1199.225,minimize,0.774213,4403098,0.618,3,856,6862,856,0.0,0.94,800,2300,3000,1582625,1582625,5988683,253817127,761,3809,0,3047,1550,-1214269061,158921,1500,0.0,161972
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta66_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta66_5a_alloc1_MinDis.dzn,SATISFIED,1200.7598520442843,11,4047,MinDis,0.189,1198.984,minimize,1.01447,1569955,23.605,11,1093,9116,1093,0.0,0.94,1050,3050,4000,874680,874680,2456667,291536150,1014,5062,0,4046,2050,-554071866,281299,2000,0.0,285348
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta55_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta55_3a_alloc1_MinDis.dzn,SATISFIED,1200.5963512957096,1,3048,MinDis,0.14,1199.189,minimize,0.809045,3222610,0.147,1,835,6861,835,0.0,0.94,800,2300,3000,1122320,1122320,4346340,302098295,755,3807,0,3046,1550,1478094160,175807,1500,0.0,178857
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta68_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_5a_alloc1_MinDis.dzn,SATISFIED,1200.7793227359653,7,4046,MinDis,0.186,1198.99,minimize,1.01086,1676048,824.259,7,1487,9115,1487,0.0,0.94,1050,3050,4000,612382,612382,2296239,361716533,1014,5060,0,4045,2050,558584226,367089,2000,0.0,371137
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta45_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta45_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,71.70801630802453,10,2427,MinDis,0.115,70.503,minimize,0.654871,260188,70.441,10,0,5476,0,0.0,0.63,630,1830,2400,48041,48041,313989,35310256,612,3042,0,2426,1230,-772016040,245610,1200,0.0,248039
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta53_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta53_5a_alloc1_MinDis.dzn,SATISFIED,1200.4893651548773,,,MinDis,,,minimize,0.773201,,,7,,6864,967,,,800,2300,3000,,,,,,,0,3049,1550,,,1500,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta67_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta67_5a_alloc1_MinDis.dzn,SATISFIED,1200.7273882366717,3,4048,MinDis,0.189,1198.984,minimize,1.01503,1457938,1.074,3,1321,9117,1321,0.0,1.41,1050,3050,4000,488588,488588,1950389,331240582,1011,5064,0,4047,2050,-45227295,289236,2000,0.0,293286
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_8a_alloc1_MinDis.dzn,SATISFIED,1200.6930662672967,,,MinDis,,,minimize,1.89699,,,178,,18205,700,,,2100,6100,8000,,,,,,,0,8085,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta65_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta65_4a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,570.8157707955688,49,4046,MinDis,0.19,568.956,minimize,1.07263,2504568,568.852,49,0,9115,0,0.0,0.94,1050,3050,4000,201920,201920,2758165,311819115,1013,5060,0,4045,2050,1772014978,431164,2000,0.0,435212
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta68_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_5a_alloc1_MinDis.dzn,SATISFIED,1200.4871152956039,,,MinDis,,,minimize,1.00454,,,7,,9115,1164,,,1050,3050,4000,,,,,,,0,4045,2050,,,2000,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta62_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta62_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,1178.6129944454879,25,4048,MinDis,0.189,1176.879,minimize,1.0197,6566938,1176.82,25,0,9117,0,0.0,0.94,1050,3050,4000,327506,327506,6919589,764302250,1016,5064,0,4047,2050,-984024434,325504,2000,0.0,329554
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta47_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta47_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,173.0183049030602,10,2431,MinDis,0.113,171.864,minimize,0.65324,1040014,169.199,10,98,5479,98,0.0,0.63,630,1830,2400,60501,60501,1104458,114714142,604,3048,0,2429,1230,948653990,241323,1200,0.0,243756
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta31_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta31_3a_alloc1_MinDis.dzn,SATISFIED,1200.5015578605235,2,1830,MinDis,0.083,1199.476,minimize,0.521881,2446923,798.049,2,793,4123,793,0.0,0.63,480,1380,1800,972753,972753,3420916,416243148,459,2291,0,1828,930,1883184815,187278,900,0.0,189110
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta32_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta32_3a_alloc1_MinDis.dzn,SATISFIED,1200.397816322744,,,MinDis,,,minimize,0.514242,,,19,,4126,25,,,480,1380,1800,,,,,,,0,1831,930,,,900,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta76_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_6a_alloc1_MinDis.dzn,SATISFIED,1201.1648053210229,42,8085,MinDis,0.38,1198.102,minimize,1.89517,2757703,667.292,42,297,18204,297,0.0,2.11,2100,6100,8000,127743,127743,2971612,579830001,2021,10088,0,8084,4100,1557724260,943777,4000,0.0,951864
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta59_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta59_5a_alloc1_MinDis.dzn,SATISFIED,1200.5923443567008,1,3051,MinDis,0.139,1199.211,minimize,0.786927,7752964,0.127,1,2550,6864,2550,0.0,0.94,800,2300,3000,1548620,1548620,9303014,234854970,760,3813,0,3049,1550,-964096599,160725,1500,0.0,163778
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta55_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta55_5a_alloc1_MinDis.dzn,SATISFIED,1200.5867362041026,1,3049,MinDis,0.137,1199.231,minimize,0.768288,3348436,0.298,1,1418,6863,1418,0.0,0.94,800,2300,3000,1209347,1209347,4559198,307675267,764,3811,0,3048,1550,-1729386649,177099,1500,0.0,180150
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta72_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_9a_alloc1_MinDis.dzn,SATISFIED,1201.2196716647595,21,8090,MinDis,0.379,1198.118,minimize,1.89016,2050049,1044.838,21,1075,18209,1075,0.0,2.11,2100,6100,8000,89681,89681,2183397,691630684,2019,10098,0,8089,4100,-1202602276,816948,4000,0.0,825040
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta53_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta53_4a_alloc1_MinDis.dzn,SATISFIED,1200.4448088724166,,,MinDis,,,minimize,0.779027,,,2,,6863,1538,,,800,2300,3000,,,,,,,0,3048,1550,,,1500,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta76_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_9a_alloc1_MinDis.dzn,SATISFIED,1200.6467558722943,,,MinDis,,,minimize,1.88387,,,65,,18207,667,,,2100,6100,8000,,,,,,,0,8087,4100,,,4000,,
